Date,Team1,Team1_score,Team2,Team2_score,team1_fouls,team2_fouls,team1_yellow_cards,team2_yellow_cards,team1_red_cards,team2_red_cards,team1_offsides,team2_offsides,team1_won_corners,team2_won_corners,team1_saves,team2_saves,team1_possession,team2_possession,team1_shots,team2_shots,team1_avg_wins,team1_avg_draws,team1_avg_gd,team2_avg_wins,team2_avg_draws,team2_avg_gd,team1_lineup,team2_lineup,year,avg_age_t1,avg_gpa_t1,avg_apa_t1,avg_ycpa_t1,total_minutes_t1,avg_age_t2,avg_gpa_t2,avg_apa_t2,avg_ycpa_t2,total_minutes_t2
20020601,Republic of Ireland,1,Cameroon,1,9,12,3,1,0,0,1,1,8,7,3,3,0%,0%,9 (5),11 (5),0.6,0.0,0.8,0.0,0.8,-0.2,1 Shay Given_5 Steve Staunton_18 Gary Kelly_14 Gary Breen_3 Ian Harte_12 Mark Kinsella_11 Kevin Kilbane_8 Matt Holland  _7 Jason McAteer  _10 Robbie Keane_9 Damien Duff,1 Boukar Alioum_5 Raymond Kalla Kongo  _3 Pierrre Wome_2 Bill Tchato_8 Geremi Njitap_4 Rigobert Song_17 Marc-Vivien Foe_12 Lauren Etame-Mayer_20 R. Salomon Olembe_9 Samuel Eto'o_10 Patrick Mboma  ,2002,26.333333333333332,0.09820258388287503,0.008839291419078653,0.18416927565863736,21479.0,23.666666666666668,0.11594202898550725,0.05862977602108036,0.1741326306543698,6255.0
20020601,Uruguay,1,Denmark,2,12,8,1,2,0,0,1,1,8,7,1,3,0%,0%,5 (4),6 (4),0.2,0.4,-0.2,0.8,0.0,0.4,1 Fabián Carini_14 Gonzalo Sorondo_4 Paolo Montero_2 Gustavo Méndez  _6 Darío Rodríguez  _7 Gianni Guigou_5 Pablo García_9 Dario Silva_8 Gustavo Varela_13 Sebastián Abreu_20 Alvaro Recoba,"1 Thomas Sorensen_3 Rene Henriksen_4 Martin Laursen  _5 Jan Heintze  _6 Thomas Helveg_7 Thomas Gravesen_2 Stig Töfting_8 Jesper Gronkjaer_11 Ebbe Sand_9 Jon Dahl Tomasson  
 _19 Dennis Rommedahl",2002,25.375,0.020833333333333332,0.010416666666666666,0.07761034255599472,3980.0,29.0,0.13894500107735402,0.06816239316239316,0.16443272821949292,18301.0
20020601,Germany,8,Saudi Arabia,0,19,10,2,1,0,0,3,2,10,1,0,6,0%,0%,24 (14),2 (0),0.6,0.0,2.2,0.0,0.2,-1.6,"1 Oliver Kahn_6 Christian Ziege  _21 Christoph Metzelder_2 Thomas Linke  _22 Torsten Frings_13 Michael Ballack  _8 Dietmar Hamann  _19 Bernd Schneider  _5 Carsten Ramelow_11 Miroslav Klose  
  _9 Carsten Jancker  ",1 Mohammed Al Daeyea_13 Hussein Sulimani_12 Ahmed Dukhi Al Dosari_4 Abdullah Zubromawi_3 Raza Takar_17 Abdullah Al Shahrani_16 Khumais Al Owairan_18 Nawaf Al Temyat_8 Mohammed Noor  _20 Al Hassan Al Yami_9 Sami Al Jaber,2002,24.333333333333332,0.08814201372980827,0.05222858847677988,0.17896627774611962,31949.0,23.0,,,,0.0
20020602,Argentina,1,Nigeria,0,14,19,2,1,0,0,1,3,11,3,2,8,0%,0%,18 (9),7 (2),0.2,0.6,0.0,0.6,0.2,0.0,12 Pablo Cavallero_4 Mauricio Roberto Pochettino_6 Walter Adrián Samuel  _13 Diego Placente_10 Ariel Ortega_11 Juan Sebastián Verón_8 Javier Zanetti_14 Diego Pablo Simeone  _3 Juan Pablo Sorín_9 Gabriel Batistuta  _7 Claudio López,1 Ike Shoronmu_3 Celestine Babayaro_2 Joseph Yobo_5 Isaac Okoronkwo_6 Taribo West_16 Efe Sodje  _11 Garba Lawal_10 Jay-Jay Okocha_4 Nwankwo Kanu_17 Julius Agahowa_9 Bartholomew Ogbeche,2002,26.833333333333332,0.1953125,0.015625,0.1479779411764706,9285.0,24.75,0.07385500199807334,0.003401360544217687,0.061959022550155556,12015.0
20020602,Paraguay,2,South Africa,2,17,18,4,4,0,0,3,0,4,2,3,4,0%,0%,9 (6),9 (4),0.2,0.4,-1.0,0.4,0.4,0.2,22 Ricardo Tavarelli  _4 Carlos Alberto Gamarra_5 Celso Ayala_2 Francisco Arce  _21 Denis Ramón Caniza  _18 Julio Cáceres  _8 Guido Alvarenga_6 Estanislao Struway_10 Roberto Acuña_11 Jorge Campos_9 Roque Santa Cruz  ,"16 Andre Arendse_13 Pierre Issa  _2 Cyril Nzama_4 Aaron Mokoena  
 _3 Bradley Carnell_19 Lucas Radebe_7 Quinton Fortune  _15 Sibusiso Zuma  _6 MacBeth Sibaya_12 Tebeho Mokoena_17 Benedict McCarthy  ",2002,29.571428571428573,0.1935483870967742,0.03225806451612903,0.1935483870967742,2770.0,25.857142857142858,0.05555555555555555,0.007575757575757576,0.12474747474747475,6430.0
20020602,England,1,Sweden,1,10,13,1,2,0,0,2,1,2,3,5,3,0%,0%,10 (4),13 (6),0.2,0.6,0.6,0.0,0.8,-0.2,"1 David Seaman_2 Danny Mills_5 Rio Ferdinand_6 Sol Campbell  
 _3 Ashley Cole_7 David Beckham_8 Paul Scholes_18 Owen Lee Hargreaves_10 Michael Owen_11 Emile Heskey_20 Darius Vassell",1 Magnus Hedman_4 Johan Mjallby_16 Teddy Lucic_15 Andreas Jakobsson  _2 Olof Mellberg_7 Niclas Alexandersson  _6 Tobias Linderoth_9 Fredrik Ljungberg_17 Magnus Svensson_10 Marcus Allbäck  _11 Henrik Larsson,2002,23.142857142857142,0.21754371134426748,0.03924414957023653,0.1279265799361856,23989.0,27.0,0.11133786848072562,0.006802721088435374,0.09097395055583209,11914.0
20020602,Spain,3,Slovenia,1,17,15,1,2,0,0,2,0,5,5,2,5,0%,0%,13 (7),10 (3),0.6,0.2,2.0,0.4,0.4,-0.2,"1 Iker Casillas_6 Fernando Hierro  _5 Carles Puyol_20 Miguel Angel Nadal_3 Juan Francisco Garcia_17 Juan Carlos Valerón  
 _21 Luis Enrique Martínez_11 Francisco De Pedro_8 Ruben Baraja_10 Diego Tristán_7 Raúl González  ",1 Marko Simeunovic_3 Zeljko Milinovic_6 Aleksander Knavs_5 Marinko Galic_19 Amir Karic  _11 Miran Pavlin_7 Dzoni Novak_8 Ales Ceh_10 Zlatko Zahovic_13 Mladen Rudonja_9 Milan Osterc,2002,27.0,0.22669180808715694,0.016760946993505135,0.22175955024792235,7608.0,29.1,0.03791527097465592,0.021164021164021163,0.18093582902702732,11054.0
20020603,Croatia,0,Mexico,1,16,17,0,0,1,0,7,1,11,3,4,4,0%,0%,8 (4),8 (4),0.4,0.6,0.8,0.4,0.0,-0.2,1 Stipe Pletikosa_6 Boris Zivkovic  _4 Stejpan Tomas_17 Robert Jarni_21 Robert Kovac_3 Josip Simunic_8 Robert Prosinecki_10 Nico Kovac_14 Zvonimir Soldo_9 Davor Suker_11 Alen Boksic,1 Oscar Pérez_16 Salvador Carmona_7 Ramón Morales_5 Manuel Vidrio_11 Braulio Luna_6 Gerardo Torrado_13 Sigifredo Mercado_19 Gabriel Caballero_4 Rafael Márquez_9 Jared Francisco Echavarria Borgetti_10 Cuauhtemoc Blanco  ,2002,29.5,0.12773856578204404,0.02353896103896104,0.20571046600458365,18024.0,26.25,0.03624078624078624,0.0,0.2985257985257985,4656.0
20020603,Brazil,2,Turkey,1,18,21,1,3,0,2,3,1,4,3,3,9,0%,0%,18 (11),6 (4),0.6,0.2,1.0,0.4,0.2,0.2,1 Marcos_6 Roberto Carlos_5 Edmílson_2 Cafu_4 Jose Vitor Roque Junior_3 Lúcio_19 Juninho Paulista_10 Rivaldo  _11 Ronaldinho_8 Gilberto Silva_9 Ronaldo  ,"1 Recber Rustu_4 Fatih Akyel  _5 Alpay Ozalan  
 _16 Umit Ozat_3 Bulent Korkmaz_21 Emre Belozoglu_20 Hakan Unsal  
 _8 Tugay Kerimoglu_10 Yildiray Basturk_9 Hakan Sukur_11 Hasan Gokhan Sas  ",2002,25.285714285714285,0.3199715771649734,0.07120827285921626,0.15923137397194,13851.0,26.5,0.0,0.05128205128205128,0.28205128205128205,3585.0
20020603,Italy,2,Ecuador,0,19,17,1,3,0,0,5,2,5,8,4,6,0%,0%,13 (8),8 (4),0.4,0.4,0.2,0.8,0.0,1.6,"1 Gianluigi Buffon_2 Christian Panucci_13 Alessandro Nesta_3 Paolo Maldini_5 Fabio Cannavaro  _14 Luigi Di Biagio_19 Gianluca Zambrotta_11 Christaino Doni_17 Damiano Tommasi_21 Christian Vieri  
 _10 Francesco Totti",1 José Francisco Cevallos_4 Ulises De La Cruz  _6 Raul Guerron_2 Augusto Porozo  _3 Iván Hurtado_19 Edison Méndez_16 Kléver Chalá  _20 Edwin Tenorio_5 Alfonso Obregón_10 Alex Aguinaga_11 Agustín Delgado,2002,27.25,0.11671405932060074,0.029137490273502417,0.1609650991216749,25119.0,26.5,,,,0.0
