Date,Team1,Team1_score,Team2,Team2_score,team1_fouls,team2_fouls,team1_yellow_cards,team2_yellow_cards,team1_red_cards,team2_red_cards,team1_offsides,team2_offsides,team1_won_corners,team2_won_corners,team1_saves,team2_saves,team1_possession,team2_possession,team1_shots,team2_shots,team1_avg_wins,team1_avg_draws,team1_avg_gd,team2_avg_wins,team2_avg_draws,team2_avg_gd,team1_lineup,team2_lineup,year,avg_age_t1,avg_gpa_t1,avg_apa_t1,avg_ycpa_t1,total_minutes_t1,avg_age_t2,avg_gpa_t2,avg_apa_t2,avg_ycpa_t2,total_minutes_t2
19940617,Spain,2,South Korea,2,0,0,2,2,2,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.4,0.4,0.4,0.0,0.2,-1.2,"-- Santiago Cañizares Ruiz_-- Fernando Hierro_-- Fernández Abelardo_-- Albert Ferrer_6 Miguel Ángel Nadal Homar  _-- Barjuan Sergi_-- Juan Goikoetxea  _-- Rafael Alkorta_-- Julio Salinas  _-- Luis Enrique Martínez  
 _-- Julen Guerrero López",-- In Choi_-- Hong Myung-Bo  _-- Pan Kim_-- Jung Park_-- Hong Shin_-- Joo Sung Kim  _-- Jung-Yoon Noh_-- Young Cho  _-- Joeng Ko_-- Sun Hwang_-- Young Lee,1994,25.75,0.1722727272727273,0.0,0.15824675324675325,9523.0,0.0,0.0,0.0,0.0,0.0
19940618,Colombia,1,Romania,3,0,0,3,1,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.25,0.25,0.0,0.25,0.5,0.25,-- Oscar Córdoba_-- Andrés Escobar_-- Luis Perea_-- Luis Herrera  _-- Wilson Pérez_-- Carlos Valderrama  _-- Freddy Rincón_-- Leonel Alvarez  _-- Gabriel Gómez_-- José Valencia  _-- Faustino Asprilla,"-- Bogdan Stelea_-- Dan Petrescu_-- Gheorghe Popescu_-- Gheorghe Mihali_-- Daniel Prodan_-- Gheorghe Hagi  _-- Ioan Lupescu_-- Ilie Dumitrescu_-- Miodrag Belodedicci_-- Dorinel Munteanu_-- Florin Raducioiu  
  ",1994,27.0,0.29411764705882354,0.08823529411764706,0.11764705882352941,2523.0,24.875,0.09829457066174334,0.01778616852146264,0.09634949228165547,13286.0
19940618,Italy,0,Republic of Ireland,1,0,0,0,3,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.8,0.2,1.2,0.0,0.8,-0.2,-- Gianluca Pagliuca_-- Franco Baresi_-- Alessandro Costacurta_-- Mauro Tassoti_-- Alberigo Evani_-- Paolo Maldini_-- Roberto Baggio_-- Roberto Donadoni_-- Dino Baggio_-- Demetrio Albertini_-- Giuseppe Signori,-- Pat Bonner_-- Phil Babb_-- Denis Irwin  _-- Andy Townsend_-- Terry Phelan  _-- Ray Houghton  _-- Steve Staunton_-- Paul McGrath_-- Tommy Coyne  _-- Roy Keane_-- John Sheridan,1994,26.333333333333332,0.21472847566476283,0.03580297283547658,0.09961795752605528,30707.0,27.11111111111111,0.0667630279128537,0.0,0.07345699904625914,24072.0
19940619,Belgium,1,Morocco,0,0,0,2,3,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.4,0.0,0.0,0.25,0.5,0.25,-- Michel Preud`homme_-- Michel De Wolf_-- George Grun  _-- Franky Van Der Elst_-- Danny Boffin_-- Rudi Smidts_-- Enzo Scifo_-- Marc Degryse  _-- Lorenzo Staelens_-- Luc Nilis_-- Josip Weber  ,-- Khalil Azmi_-- Nacer Abdellah_-- Abdelkrim El Hadrioui_-- Nourredine Naybet  _-- Larbi Hababi_-- Smahi Triki_-- Mohamed Chaouch_-- Mustapha El Haddaoui_-- Rachid Azzouzi  _-- Rachid Daoudi  _-- Mustapha Hadji,1994,28.571428571428573,0.08409090909090909,0.0071428571428571435,0.18095238095238095,5598.0,25.6,0.037037037037037035,0.0,0.05555555555555555,2362.0
19940619,Cameroon,2,Sweden,2,0,0,1,1,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.0,-0.4,0.0,0.0,-1.0,-- Joshep Bell_-- Stephen Tataw Eta_-- Hans Agbo_-- Raymond Kalla N`Kono_-- Rigobert Song Bahanag_-- David Embé  _-- Emile Mbouh Mbouh  _-- Louis Mfede_-- Thomas Libiih_-- Francois Omam Biyick  _-- Marc Foe,"-- Thomas Ravelli_-- Roger Ljung  _-- Roland Nilsson_-- Stefan Schwarz_-- Patrik Andersson_-- Joachim Björklund_-- Klas Ingesson_-- Jonas Thern_-- Jesper Blomqvist_-- Thomas Brolin_-- Martin Dahlin  
 ",1994,25.0,,,,0.0,24.0,0.07382707382707383,0.012987012987012988,0.037557037557037556,10622.0
19940621,Germany,1,Spain,1,0,0,1,3,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.0,0.0,-1.0,0.4,0.4,0.4,-- Bodo Illgner_-- Andreas Brehme_-- Juergen Kohler_-- Thomas Strunz_-- Lothar Matthäus_-- Thomas Berthold_-- Thomas Hässler_-- Stefan Effenberg  _-- Andreas Möller_-- Matthias Sammer_-- Jürgen Klinsmann  _-- Jürgen Klinsmann  ,-- Andoni Zubizarreta_-- Fernando Hierro  _-- Fernández Abelardo  _-- Albert Ferrer_-- Barjuan Sergi_-- Juan Goikoetxea  _-- José Caminero_-- Josep Guardiola_-- Rafael Alkorta_-- Julio Salinas  _-- Luis Enrique Martínez,1994,26.727272727272727,0.3697192524922855,0.08693711087673936,0.18764947260490125,26485.0,25.75,0.1722727272727273,0.0,0.15824675324675325,9523.0
19940622,Romania,1,Switzerland,4,0,0,3,0,1,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.4,0.4,0.6,0.0,1.0,0.0,-- Bogdan Stelea_-- Dan Petrescu_-- Gheorghe Popescu_-- Gheorghe Mihali  _-- Daniel Prodan_-- Gheorghe Hagi  _-- Ioan Lupescu  _-- Ilie Dumitrescu_-- Miodrag Belodedicci  _-- Dorinel Munteanu_-- Florin Raducioiu,"-- Marco Pascolo_-- Alain Geiger_-- Dominique Herr_-- Marc Hottiger_-- Yvan Quentin_-- Georges Bregy_-- Alain Sutter  _-- Christophe Ohrel_-- Ciriaco Sforza_-- Stephane Chapuisat  _-- Adrian Knup  
 ",1994,24.875,0.09829457066174334,0.01778616852146264,0.09634949228165547,13286.0,26.875,0.09578049167395516,0.0,0.10448422957442483,21429.0
19940622,United States,2,Colombia,1,0,0,1,1,0,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.0,0.25,-1.5,0.2,0.2,-0.4,-- Tony Meola_-- Marcelo Balboa_-- Thomas Dooley_-- Alexi Lalas  _-- Fernando Clavijo_-- Paul Caligiuri_-- Eric Wynalda_-- Tab Ramos_-- Mike Sorber_-- John Harkes_-- Ernie Stewart  ,-- Oscar Córdoba_-- Andrés Escobar   OG_-- Luis Herrera_-- Wilson Pérez_-- Alexis Mendoza_-- Carlos Valderrama_-- Freddy Rincón_-- Hernán Gaviria_-- Leonel Alvarez_-- Faustino Asprilla_-- Antony De Avila  ,1994,27.0,0.12709159910298432,0.014705882352941176,0.052850612385716755,6979.0,27.142857142857142,0.29411764705882354,0.08823529411764706,0.11764705882352941,2523.0
19940623,Italy,1,Norway,0,0,0,1,2,1,0,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.6,0.2,0.6,1.0,0.0,1.0,-- Gianluca Pagliuca  _-- Franco Baresi_-- Alessandro Costacurta_-- Antonio Benarrivo_-- Paolo Maldini_-- Demetrio Albertini_-- Roberto Baggio_-- Dino Baggio  _-- Nicola Berti_-- Giuseppe Signori_-- Pierluigi Casiraghi  ,-- Erik Thorstvedt_-- Henning Berg_-- Rune Bratseth_-- Alf-Inge Haland  _-- Stig Bjornebye  _-- Erik Mykland_-- Jan Fjortoft_-- Jostein Flo_-- Oyvind Leonhardsen_-- Sigurd Rushfeldt_-- Lars Bohinen,1994,25.2,0.20734425003627327,0.036413708690330476,0.11722292350536576,34332.0,24.0,0.15998376623376623,0.00625,0.06469155844155844,7349.0
19940623,South Korea,0,Bolivia,0,0,0,3,3,0,2,0,0,0,0,0,0,0%,0%,0 (0),0 (0),0.0,0.2,-1.2,0.0,0.0,-1.0,-- In Choi_-- Hong Myung-Bo_-- Pan Kim_-- Jung Park  _-- Hong Shin  _-- Jung Seo_-- Joo Sung Kim_-- Jung-Yoon Noh_-- Joeng Ko  _-- Sun Hwang_-- Young Lee,"-- Carlos Trucco_-- Carlos Borja_-- Gustavo Quinteros_-- Miguel Rimba  
 _-- Marco Sandy_-- Julio Baldivieso  _-- Luis Héctor Cristaldo  
 _-- Erwin Sánchez_-- Milton Melgar_-- Luis Ramallo_-- Vladimir Soria",1994,0.0,0.0,0.0,0.0,0.0,27.2,,,,0.0
