Date,Team1,Team1_score,Team2,Team2_score,team1_fouls,team2_fouls,team1_yellow_cards,team2_yellow_cards,team1_red_cards,team2_red_cards,team1_offsides,team2_offsides,team1_won_corners,team2_won_corners,team1_saves,team2_saves,team1_possession,team2_possession,team1_shots,team2_shots,team1_avg_wins,team1_avg_draws,team1_avg_gd,team2_avg_wins,team2_avg_draws,team2_avg_gd,team1_lineup,team2_lineup,year,avg_age_t1,avg_gpa_t1,avg_apa_t1,avg_ycpa_t1,total_minutes_t1,avg_age_t2,avg_gpa_t2,avg_apa_t2,avg_ycpa_t2,total_minutes_t2
20100611,Uruguay,0,France,0,13,20,2,3,1,0,5,4,0,4,6,6,44%,56%,7 (3),20 (3),0.6,0.2,1.0,0.2,0.4,-0.4,1 Fernando Muslera_2 Diego Lugano  _3 Diego Godín_6 Mauricio Victorino  _17 Egidio Arévalo Ríos_15 Diego Pérez_18 Ignacio González_11 Álvaro Pereira_16 Maxi Pereira_9 Luis Suárez_10 Diego Forlán,1 Hugo Lloris_3 Eric Abidal_5 William Gallas_13 Patrice Evra  _2 Bacary Sagna_8 Yoann Gourcuff_19 Abou Diaby_14 Jérémy Toulalan  _21 Nicolas Anelka_7 Franck Ribéry  _10 Sidney Govou,2010,26.0,0.1789463339390588,0.10386911205449141,0.1868124433194634,26047.0,26.375,0.1794690098261527,0.1512966613413042,0.14727365062186493,28955.0
20100612,South Korea,2,Greece,0,14,11,0,1,0,0,1,5,6,11,2,2,49%,51%,17 (4),6 (2),0.6,0.0,0.8,0.2,0.4,-0.6,18 Jung Sung-Ryong_14 Lee Jung-Soo  _4 Cho Yong-Hyung_12 Lee Young-Pyo_22 Cha Du-Ri_16 Ki Sung-Yueng_8 Kim Jung-Woo_7 Park Ji-Sung  _17 Lee Chung-Yong_10 Park Chu-Young_19 Ki-Hun Yeom,12 Alexandros Tzorvas_8 Avraam Papadopoulos_11 Loukas Vyntra_15 Vasilis Torosidis  _2 Giourkas Seitaridis_21 Kostas Katsouranis_10 Georgios Karagounis_6 Alexandros Tziolis_17 Theofanis Gekas_7 Giorgos Samaras_9 Angelos Charisteas,2010,0.0,0.0,0.0,0.0,0.0,27.4,0.10691301898156243,0.10295978790470835,0.16240639310406751,12613.0
20100612,Argentina,1,Nigeria,0,7,8,1,1,0,0,0,0,10,4,1,6,65%,35%,20 (7),12 (1),1.0,0.0,2.4,0.6,0.4,1.2,22 Sergio Romero_13 Walter Samuel_2 Martín Demichelis_6 Gabriel Heinze  _17 Jonás Gutiérrez  _10 Lionel Messi_14 Javier Mascherano_8 Juan Sebastián Verón_9 Gonzalo Higuaín_7 Ángel Di María_11 Carlos Tevez,1 Vincent Enyeama_6 Danny Shittu_2 Joseph Yobo_3 Taye Taiwo_17 Chidi Odiah_15 Lukman Haruna  _14 Sani Kaita_20 Dickson Etuhu_8 Yakubu Aiyegbeni_19 Chinedu Obasi_18 Victor Obinna,2010,25.875,0.21150289661319072,0.16173436180692372,0.20431281663383055,23824.0,24.666666666666668,0.07570486158721453,0.03599463717110776,0.10728864485897734,16452.0
20100612,England,1,United States,1,12,14,3,3,0,0,5,2,8,4,3,5,57%,43%,18 (6),12 (4),0.8,0.0,1.4,0.6,0.0,0.2,"12 Robert Green_6 John Terry_20 Ledley King_3 Ashley Cole_2 Glen Johnson_4 Steven Gerrard  
 _8 Frank Lampard_16 James Milner  _7 Aaron Lennon_10 Wayne Rooney_21 Emile Heskey",1 Tim Howard_5 Oguchi Onyewu_15 Jay DeMerit  _3 Carlos Bocanegra_6 Steve Cherundolo  _13 Ricardo Clark_4 Michael Bradley_8 Clint Dempsey  _10 Landon Donovan_17 Jozy Altidore_20 Robbie Findley  ,2010,25.875,0.15183064183581937,0.1578911728850782,0.15301569772737578,30327.0,25.333333333333332,0.18630710869940634,0.05484471926459305,0.09680682723918438,25354.0
20100613,Algeria,0,Slovenia,1,17,11,1,2,1,0,1,3,4,3,2,2,48%,52%,10 (2),7 (3),0.2,0.0,-2.0,0.8,0.0,1.6,16 Faouzi Chaouchi_4 Antar Yahia_5 Rafik Halliche_3 Nadir Belhadj_2 Madjid Bouguerra_8 Medhi Lacen_19 Hassan Yebda  _13 Karim Matmour_15 Karim Ziani_21 Foued Kadir_11 Rafik Djebbour,1 Samir Handanovic_5 Bostjan Cesar_4 Marko Suler_13 Bojan Jokic_2 Miso Brecko_18 Aleksandar Radosavljevic  _8 Robert Koren  _10 Valter Birsa_17 Andraz Kirm_14 Zlatko Dedic_11 Milivoje Novakovic,2010,24.833333333333332,0.05861505195870522,0.061283298744599056,0.14953503668673948,14517.0,25.8,0.14937529585291803,0.09047145800065712,0.14655097556536248,23119.0
20100613,Serbia,0,Ghana,1,10,16,2,2,1,0,2,0,4,4,0,2,50%,50%,14 (2),15 (1),0.6,0.2,1.2,0.4,0.0,-0.6,"1 Vladimir Stojkovic_13 Aleksandar Lukovic  
 _5 Nemanja Vidic_3 Aleksandar Kolarov_6 Branislav Ivanovic_11 Nenad Milijas_10 Dejan Stankovic_14 Milan Jovanovic_17 Milos Krasic_9 Marko Pantelic_15 Nikola Zigic  ",22 Richard Kingson_15 Isaac Vorsah  _5 John Mensah_2 Hans Sarpei_4 John Pantsil_21 Kwadwo Asamoah_23 Kevin-Prince Boateng_6 Anthony Annan_3 Asamoah Gyan  _13 André Ayew_12 Prince Tagoe  ,2010,26.142857142857142,0.2612174263959978,0.17801558962273248,0.14240932812361384,21514.0,23.25,0.030495689655172412,0.03752407793356069,0.11017260315561533,10131.0
20100613,Germany,4,Australia,0,10,18,2,3,0,1,7,2,4,7,2,5,56%,44%,17 (9),11 (2),0.6,0.2,1.4,0.6,0.2,0.2,1 Manuel Neuer_3 Arne Friedrich_17 Per Mertesacker_14 Holger Badstuber_16 Philipp Lahm_8 Mesut Özil  _6 Sami Khedira_7 Bastian Schweinsteiger_11 Miroslav Klose  _10 Lukas Podolski  _13 Thomas Müller  ,1 Mark Schwarzer_3 Craig Moore  _2 Lucas Neill  _11 Scott Chipperfield_8 Luke Wilkshire_13 Vince Grella_16 Carl Valeri  _5 Jason Culina_7 Brett Emerton_4 Tim Cahill  _19 Richard Garcia,2010,24.444444444444443,0.18251791385912505,0.18602066798772784,0.10347480887733346,27370.0,29.333333333333332,0.09099325167381817,0.07139987602222063,0.17182886651912285,20447.0
20100614,Netherlands,2,Denmark,0,13,21,2,1,0,0,4,2,6,2,3,5,65%,35%,19 (6),11 (3),0.8,0.2,2.0,0.4,0.0,0.2,1 Maarten Stekelenburg_4 Joris Mathijsen_3 John Heitinga_5 Giovanni Van Bronckhorst_2 Gregory van der Wiel_10 Wesley Sneijder_8 Nigel de Jong  _6 Mark Van Bommel_9 Robin van Persie  _23 Rafael Van der Vaart_7 Dirk Kuyt  ,1 Thomas Sorensen_4 Daniel Agger   OG_3 Simon Kjaer  _15 Simon Poulsen_6 Lars Jacobsen_10 Martin Jorgensen_2 Christian Poulsen_20 Thomas Enevoldsen_19 Dennis Rommedahl_11 Nicklas Bendtner_12 Thomas Kahlenberg,2010,25.333333333333332,0.1544223750106103,0.1360005281573909,0.1741728678003188,20061.0,25.714285714285715,0.07951063078499361,0.11452049052459372,0.0811424366131223,13435.0
20100614,Japan,1,Cameroon,0,20,29,1,1,0,0,4,2,0,3,2,1,42%,58%,3 (2),9 (2),0.2,0.0,-1.2,0.0,0.6,-0.6,21 Eiji Kawashima_4 Marcus Tulio Tanaka_22 Yuji Nakazawa_5 Yuto Nagatomo_3 Yuichi Komano_2 Yuki Abe  _7 Yasuhito Endo_17 Makoto Hasebe_18 Keisuke Honda  _16 Yoshito Okubo_8 Daisuke Matsui,16 Souleymanou Hamidou_5 Sebastien Bassong_3 Nicolas N'Koulou  _2 Benoît Assou-Ekotto_19 Stéphane M'bia_21 Joël Matip_18 Eyong Enoh_11 Jean Makoun_15 Pierre Webó_13 Maxim Choupo-Moting_9 Samuel Eto'o,2010,26.375,0.15876611830559198,0.1377764042648911,0.09808641083312136,23222.0,24.4,0.18077732793522266,0.08551596941070624,0.10847323436797121,12579.0
20100614,Italy,1,Paraguay,1,15,14,1,1,0,0,3,5,8,4,0,4,57%,43%,10 (5),7 (1),0.2,0.6,0.0,0.4,0.4,0.4,1 Gianluigi Buffon_4 Giorgio Chiellini_5 Fabio Cannavaro_3 Domenico Criscito_19 Gianluca Zambrotta_15 Claudio Marchisio_22 Riccardo Montolivo_6 Daniele De Rossi  _11 Alberto Gilardino_9 Vincenzo Iaquinta_7 Simone Pepe,1 Justo Villar_21 Antolín Alcaraz  _14 Paulo Da Silva_3 Claudio Morel Rodríguez_6 Carlos Bonet_16 Cristian Riveros_15 Victor Cáceres  _17 Aureliano Torres_13 Enrique Vera_19 Lucas Barrios_18 Nelson Valdez,2010,26.5,0.15979200012326195,0.09637784626621557,0.19214206983638155,32204.0,27.0,0.21079449323589086,0.10723119113006278,0.2648261426153488,20659.0
