Date,Team1,Team1_score,Team2,Team2_score,team1_fouls,team2_fouls,team1_yellow_cards,team2_yellow_cards,team1_red_cards,team2_red_cards,team1_offsides,team2_offsides,team1_won_corners,team2_won_corners,team1_saves,team2_saves,team1_possession,team2_possession,team1_shots,team2_shots,team1_avg_wins,team1_avg_draws,team1_avg_gd,team2_avg_wins,team2_avg_draws,team2_avg_gd,team1_lineup,team2_lineup,year,avg_age_t1,avg_gpa_t1,avg_apa_t1,avg_ycpa_t1,total_minutes_t1,avg_age_t2,avg_gpa_t2,avg_apa_t2,avg_ycpa_t2,total_minutes_t2
20140612,Brazil,3,Croatia,1,5,21,2,2,0,0,1,0,7,3,3,3,58%,42%,14 (9),10 (4),1.0,0.0,3.2,0.6,0.4,0.8,"12 Júlio César_4 David Luiz_3 Thiago Silva_6 Marcelo   OG_2 Dani Alves_10 Neymar  
  _17 Luiz Gustavo  _8 Paulinho_9 Fred_7 Hulk_11 Oscar  ",1 Stipe Pletikosa_6 Dejan Lovren  _5 Vedran Corluka  _2 Sime Vrsaljko_11 Darijo Srna_20 Mateo Kovacic_7 Ivan Rakitic_10 Luka Modric_9 Nikica Jelavic_18 Ivica Olic_4 Ivan Perisic,2014,25.555555555555557,0.1747329650204406,0.10118945568959842,0.18808119538267418,23067.0,25.88888888888889,0.11990914471168972,0.17956998871873817,0.17106504266442835,26076.0
20140613,Mexico,1,Cameroon,0,11,12,1,1,0,0,5,3,2,5,1,3,58%,42%,9 (5),10 (4),0.4,0.2,0.6,0.4,0.2,-0.4,13 Guillermo Ochoa_4 Rafael Márquez_15 Héctor Moreno  _2 Maza_7 Miguel Layún_22 Paul Aguilar_23 José Vázquez_18 Andrés Guardado_6 Héctor Herrera_10 Giovani Dos Santos_19 Oribe Peralta  ,16 Charles Itandje_14 Aurélien Chedjou_3 Nicolas N'Koulou_6 Alex Song_2 Benoît Assou-Ekotto_4 Cedric Djeugoue_18 Eyong Enoh_17 Stéphane M'bia_13 Maxim Choupo-Moting_8 Benjamin Moukandjo_9 Samuel Eto'o,2014,27.5,0.09280024333006329,0.06578775375662098,0.20821500798526305,21688.0,25.142857142857142,0.0689042326670204,0.017072157737119373,0.1557834216082298,16241.0
20140613,Spain,1,Netherlands,5,5,18,1,3,0,0,5,5,4,1,5,3,57%,43%,9 (6),13 (11),0.8,0.0,1.0,0.4,0.4,0.2,1 Iker Casillas  _15 Sergio Ramos_3 Gerard Piqué_18 Jordi Alba_22 César Azpilicueta_8 Xavi_14 Xabi Alonso  _16 Sergio Busquets_19 Diego Costa_6 Andrés Iniesta_21 David Silva,"1 Jasper Cillessen_2 Ron Vlaar_4 Bruno Martins Indi_3 Stefan de Vrij  
 _6 Nigel de Jong_8 Jonathan de Guzmán  _10 Wesley Sneijder_5 Daley Blind_7 Daryl Janmaat_11 Arjen Robben  
 _9 Robin van Persie  
  ",2014,26.8,0.11763704114313871,0.18584683490480372,0.2014505794691011,35719.0,25.75,0.1648614782249074,0.10678360739502044,0.1289094622457175,23874.0
20140613,Chile,3,Australia,1,9,18,1,3,0,0,1,1,3,1,3,2,62%,38%,11 (9),13 (6),0.6,0.0,1.0,0.4,0.2,0.4,1 Claudio Bravo_18 Gonzalo Jara_17 Gary Medel_21 Marcelo Díaz_2 Eugenio Mena_4 Mauricio Isla_10 Jorge Valdivia  _8 Arturo Vidal_20 Charles Aránguiz  _11 Eduardo Vargas_7 Alexis Sánchez  ,"1 Mathew Ryan_6 Matthew Spiranovic_22 Alex Wilkinson_3 Jason Davidson_2 Ivan Franjic_23 Mark Bresciano_5 Mark Milligan  _15 Mile Jedinak  _4 Tim Cahill  
 _11 Tommy Oar_7 Mathew Leckie",2014,25.444444444444443,0.16707246411958773,0.18205916027663455,0.23835007476228343,21598.0,26.125,0.11835405687307861,0.043347880983750545,0.16486708113746157,18023.0
20140614,Colombia,3,Greece,0,19,14,1,2,0,0,1,3,4,4,4,3,46%,54%,12 (8),12 (7),0.4,0.6,1.0,0.2,0.6,-0.2,1 David Ospina_3 Mario Yepes_2 Cristián Zapata_7 Pablo Armero  _18 Juan Zúñiga_10 James Rodríguez  _6 Carlos Sánchez  _8 Abel Aguilar_9 Teófilo Gutiérrez  _14 Victor Ibarbo_11 Juan Cuadrado,1 Orestis Karnezis_19 Sokratis Papastathopoulos  _4 Kostas Manolas_20 José Holebas_15 Vasilis Torosidis_21 Kostas Katsouranis_8 Panagiotis Kone_2 Giannis Maniatis_7 Giorgos Samaras_14 Dimitris Salpingidis  _17 Theofanis Gekas,2014,27.25,0.13039182899060103,0.11874245145551712,0.24543242597257292,18565.0,26.666666666666668,0.13418803418803418,0.119993894993895,0.21718559218559216,9285.0
20140614,Uruguay,1,Costa Rica,3,20,18,3,0,1,0,6,2,5,6,1,2,54%,46%,9 (5),12 (4),0.6,0.4,1.6,0.2,0.2,-1.2,1 Fernando Muslera_3 Diego Godín_2 Diego Lugano  _22 Martín Cáceres  _16 Maxi Pereira  _17 Egidio Arévalo Ríos_5 Walter Gargano  _7 Cristian Rodríguez_11 Cristhian Stuani_10 Diego Forlán_21 Edinson Cavani  ,1 Keylor Navas_3 Giancarlo González_4 Michael Umaña_6 Óscar Duarte  _15 Júnior Díaz_16 Cristian Gamboa_5 Celso Borges_17 Yeltsin Tejeda_7 Christian Bolaños_10 Bryan Ruiz_9 Joel Campbell  ,2014,28.88888888888889,0.088662653613634,0.07364540183167634,0.17371861612057693,20531.0,25.22222222222222,0.09948463540417563,0.06336707378374046,0.10534831835119192,21321.0
20140614,England,1,Italy,2,8,12,1,0,0,0,0,7,9,2,1,4,48%,52%,18 (8),12 (5),0.4,0.4,0.6,0.0,0.8,-0.2,1 Joe Hart_6 Phil Jagielka_5 Gary Cahill_3 Leighton Baines_2 Glen Johnson_19 Raheem Sterling  _14 Jordan Henderson_4 Steven Gerrard_9 Daniel Sturridge  _10 Wayne Rooney_11 Danny Welbeck,12 Salvatore Sirigu_20 Gabriel Paletta_15 Andrea Barzagli_16 Daniele De Rossi_3 Giorgio Chiellini_4 Matteo Darmian_21 Andrea Pirlo_23 Marco Verratti_8 Claudio Marchisio  _6 Antonio Candreva_9 Mario Balotelli  ,2014,25.9,0.1813266188323981,0.1641386942194899,0.09446408569887182,30642.0,27.333333333333332,0.05699955908289242,0.131482174852454,0.21437172570177493,28820.0
20140614,Ivory Coast,2,Japan,1,12,13,2,2,0,0,3,1,8,5,2,4,57%,43%,20 (10),7 (4),0.4,0.4,0.4,1.0,0.0,1.4,1 Boubacar Barry_22 Sol Bamba  _5 Didier Zokora  _3 Arthur Boka_17 Serge Aurier_19 Yaya Touré_20 Serey Dié_9 Cheick Tioté_12 Wilfried Bony  _10 Gervinho  _8 Salomon Kalou,1 Eiji Kawashima_22 Maya Yoshida  _6 Masato Morishige  _5 Yuto Nagatomo_2 Atsuto Uchida_4 Keisuke Honda  _17 Makoto Hasebe_16 Hotaru Yamaguchi_18 Yuya Osako_10 Shinji Kagawa_9 Shinji Okazaki,2014,27.142857142857142,0.231641661387902,0.13311013339208827,0.2119036143472234,18679.0,25.3,0.15750814000814,0.1179049654049654,0.05704721204721204,27001.0
20140615,Switzerland,2,Ecuador,1,9,15,1,1,0,0,1,4,8,5,3,5,56%,44%,18 (12),10 (6),0.6,0.2,0.6,0.2,0.6,-0.2,1 Diego Benaglio_5 Steve von Bergen_20 Johan Djourou  _13 Ricardo Rodríguez_2 Stephan Lichtsteiner_10 Granit Xhaka_8 Gökhan Inler_11 Valon Behrami_19 Josip Drmic_14 Valentin Stocker_23 Xherdan Shaqiri,22 Alexander Domínguez_3 Frickson Erazo_2 Jorge Guagua_10 Walter Ayoví_4 Juan Carlos Paredes  _6 Christian Noboa_23 Carlos Gruezo_7 Jefferson Montero_16 Antonio Valencia_13 Enner Valencia  _11 Felipe Caicedo,2014,24.7,0.12303604891840188,0.14285462903109963,0.1983944342767872,25424.0,25.0,0.08664527990888918,0.09787269332180534,0.1801255479792723,25441.0
20140615,France,3,Honduras,0,13,14,3,2,0,1,1,2,8,0,1,2,63%,37%,20 (10),4 (2),0.8,0.2,3.4,0.2,0.4,-0.6,"1 Hugo Lloris_5 Mamadou Sakho_4 Raphaël Varane_3 Patrice Evra  _2 Mathieu Debuchy_6 Yohan Cabaye  _14 Blaise Matuidi_19 Paul Pogba  _10 Karim Benzema  
 _11 Antoine Griezmann_8 Mathieu Valbuena","18 Noel Valladares   OG_3 Maynor Figueroa_5 Víctor Bernárdez_7 Emilio Izaguirre_21 Brayan Beckeles_8 Wilson Palacios  
 _19 Luis Garrido  _15 Roger Espinoza_17 Andy Nájar_13 Carlo Costly_11 Jerry Bengtson",2014,24.625,0.1236704074939369,0.048937459599224305,0.13711757241169004,24351.0,26.714285714285715,0.06304982280592036,0.057510859253019526,0.23778722245621198,12981.0
